"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"X","Ganjil","1","Permainan Invasi (Permainan Bola Basket)","9"
"X","Ganjil","2","Permainan Invasi (Permainan Sepak Bola)","6"
"X","Ganjil","3","Permainan Invasi (Permainan Bola Tangan)","9"
"X","Ganjil","4","Permainan Invasi (Permainan Bola Voli)","9"
"X","Genap","5","Permainan Bulutangkis","6"
"X","Genap","6","Lari Jarak Pendek, Lompat Jauh, Dan Tolak","9"
"X","Genap","7","Baling-Baling, Guling depan-Kop kip,Lompat, Guling Depan","9"
"X","Genap","8","Pola Langkah Ke Irama Cha-Cha danLompat Tali","6"
