Kelas,Semester,Bab,Lingkup Materi,Alokasi JP
I,Ganjil,1,"Aku dan Teman-Temanku",36
I,Ganjil,2,"Aku Patuh pada Aturan",36
I,Genap,3,"Aku Mengenal Indonesia",36
I,Genap,4,"Aku dan Lingkunganku",36
II,Ganjil,1,"Aku Patuh Aturan",36
II,Ganjil,2,"Aku Berperilaku Pancasila",36
II,Genap,3,"Aku dan Teman-Temanku",36
II,Genap,4,"Aku Peduli Lingkungan",36
