Kelas,Semester,Bab,Lingkup Materi,Alokasi JP
III,Ganjil,1,"Aku Anak Indonesia",36
III,Ganjil,2,"Aku Patuh Aturan",36
III,Genap,3,"Berbeda Itu Indah",36
III,Genap,4,"Ayo Mengenal Pancasila",36
IV,Ganjil,1,"Mengenal Lingkungan Sekitar",36
IV,Ganjil,2,"Aku Anak yang Disiplin",32
IV,Genap,3,"Kerja Sama di Lingkunganku",36
IV,Genap,4,"Pancasila dalam Diriku",40
