Kelas,Semester,Bab,Lingkup Materi,Alokasi JP
V,Ganjil,1,"Aku yang Unik",20
V,Ganjil,2,"Buku Jendela Dunia",20
V,Ganjil,3,"Ekspresi Diri Lewat Hobi",14
V,Genap,4,"Belajar Berwirausaha",20
V,Genap,5,"Cinta Indonesia",20
V,Genap,6,"Sayangi Bumi",24
VI,Ganjil,1,"Anak-Anak yang Mengubah Dunia",24
VI,Ganjil,2,"Nusantara Berjuta Cerita",28
VI,Genap,3,"Temukan Minat, Tunjukkan Bakat",28
VI,Genap,4,"Dari Hobi Menjadi Profesi",28
