"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"XI","Ganjil","1","Bilangan Kompleks","17"
"XI","Ganjil","2","Polinomial","17"
"XI","Ganjil","3","Matriks","17"
"XI","Genap","4","Transformasi Geometri","17"
"XI","Genap","5","Fungsi dan Pemodelannya","16"
"XII","Ganjil","1","Geometri Analitik","6"
"XII","Ganjil","2","Limit","6"
"XII","Genap","3","Integral","6"
"XII","Genap","4","Analisis Data Dan Peluang","6"
