Kelas,Semester,Bab,Lingkup Materi,Alokasi JP
I,Ganjil,1,"Serunya Gerak di Tempat",18
I,Ganjil,2,"Asyiknya Gerak Berpindah Tempat",18
I,Ganjil,3,"Bergerak Menggunakan Benda",18
I,Genap,4,"Bermain Bersama",9
I,Genap,5,"Sehat dan Bugar",9
I,Genap,6,"Sehat dan Aman",9
II,Ganjil,1,"Ayo, Gerakkan Badanmu!",21
II,Ganjil,2,"Serunya Bermain!",21
II,Ganjil,3,"Sehatkan Badanmu!",12
II,Genap,4,"Pilih Makanan Sehatmu",12
II,Genap,5,"Bergerak dengan Aman",15
