"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"X","Ganjil","1","1. Reaksi Kimia","8"
"X","Ganjil","2","2. Struktur Atom","8"
"X","Ganjil","3","3. Pemanasan Global","8"
"X","Genap","4","4. Kimia Hijau dalam Pembangunan Berkelanjutan 2030","8"
"X","Genap","5","5. Hukum Dasar Kimia di Sekitar Kita","8"
"X","Genap","6","6. Struktor Atom - Keunggulan Nanomaterial","8"
