"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"XI","Ganjil","1","Posisi Strategis Indonesia dan Potensi Sumber Daya Alam","42"
"XI","Ganjil","2","Keragaman Hayati","42"
"XI","Genap","3","Lingkungan dan Kependudukan","42"
"XI","Genap","4","Mitigasi dan Adaptasi Kebencanaan","42"
"XII","Ganjil","1","Pengembangan Wilayah, Tata Ruang, Dan Pengaruhnya Terhadap Kebahagiaan","2"
"XII","Ganjil","2","Pembangunan Wilayah, Revolusi Industri, Dan Pengaruhnya Terhadap Ruang Muka Bumi Dan Kesejahteraan","2"
"XII","Genap","3","Dinamika Kerja Sama Antarnegara Dan Pengaruhnya Terhadap Ketahanan Wilayah Indonesia","2"
