"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"X","Ganjil","1","Pengetahuan Dasar Geografi","5"
"X","Ganjil","2","Pengetahuan Dasar Pemetaan","5"
"X","Ganjil","3","Langkah-langkah Penelitian Ilmu Geografi","5"
"X","Ganjil","4","Bumi sebagai Ruang Kehidupan","5"
"X","Ganjil","5","Litosfer","5"
"X","Genap","6","Pedosfer","5"
"X","Genap","7","Atmosfer","5"
"X","Genap","8","Hidrosfer","5"
"X","Genap","9","Biosfer","4"
"X","Genap","10","Antroposfer","4"
