"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"X","Ganjil","1","Great Athletes","12"
"X","Ganjil","2","Sports Events","12"
"X","Ganjil","3","Sports and Health","12"
"X","Genap","4","Healthy Foods","12"
"X","Genap","5","Grafitti","12"
"X","Genap","6","Fractured Stories","12"
