"Kelas","Semester","Bab/Unit","Materi","Alokasi JP"
"XI","Ganjil","1","Badan Usaha Dalam Perekonomian","7"
"XI","Ganjil","2","Pendapatan Nasional dan Kesenjangan Ekonomi","7"
"XI","Ganjil","3","Ketenagakerjaan","7"
"XI","Genap","4","Teori Uang, Indeks Harga, dan Inflasi","7"
"XI","Genap","5","Kebijakan Moneter dan Kebijakan Fiskal","6"
"XII","Ganjil","1","Pertumbuhan Dan Pembangunan Ekonomi","40"
"XII","Ganjil","2","Ekonomi Internasional","40"
"XII","Genap","3","Apbn Dan Apbd","40"
"XII","Genap","4","Akuntansi","40"
